title,years,link
"The Creation of Animals,",published 1673,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Alexander Ross, Chaplain to Charles I,",published 1653,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"George Monk, First Duke of Albemarle,",1663,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Sir Hugh Cartwright,",1656,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Title Page to Epistolae Hoephanae, by James Howel,",1678,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Thomas Fuller, Divine and Historian,",1661,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Henry More, Platonist and Theologian,",published 1679,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Samuel Clarke, Minister of Saint Benet Fink, Biographer,",published 1675,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Edward Hatton, Arithmetician,",published 1711,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Henry Somerset, First Duke of Beaufort,",published 1679,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"John Browne,",published 1681,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"William Camden,",published 1695,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Lady Jane Grey,",1681,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"John Overall, D.D., Bishop of Norwich,",published 1690,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Edmund Grindal, Archbishop of Canterbury,",published 1710,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Thomas Cartwright, Puritan Divine,",published 1673,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Thomas May, Poet and Historian,",published 1655,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Sir Henry Wotton,",published 1657,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Title Page to the Bible,",published 1690,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"James I, as James VI of Scotland,",1600,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"James VI, King of Scotland,",1603,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Sir Walter Raleigh,",18th century,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"In an Elevator,",1916,"https://media.nga.gov/iiif/785c6aa3-2e4b-4e68-9bc7-e2ee306fd499/full/!588,600/0/default.jpg"
"Saints Stephen, Sixtus, and Lawrence,",probably c. 1504/1505,"https://media.nga.gov/iiif/89faf7d3-5de8-458a-9412-47e8bc044c13/full/!588,600/0/default.jpg"
"Strange Signals,",1917/1919,"https://media.nga.gov/iiif/cc6ef8ec-f100-4cbe-9c1b-844c942c9aed/full/!588,600/0/default.jpg"
"Bibi Lalouette,",1859,"https://media.nga.gov/iiif/98644073-7856-41ca-9ebd-ee40c47676d1/full/!588,600/0/default.jpg"
"Ascension,",1942,"https://media.nga.gov/iiif/e19cb9d5-e041-4172-a1d9-4ca7837a8339/full/!588,600/0/default.jpg"
"Playing Cards,",15th century,"https://media.nga.gov/iiif/dbea5e83-1c76-4801-b46c-a747edfe7614/full/!588,600/0/default.jpg"
"L'Infirmerie de l'hospital de la Charite de Paris,",1641,"https://media.nga.gov/iiif/75e669d9-a177-45c8-ba23-38ce52c8e4d8/full/!588,600/0/default.jpg"
"Men Seldom Make Passes ...,",1946,"https://media.nga.gov/iiif/b96ba919-6533-4e46-9ca1-7f8226dbb623/full/!588,600/0/default.jpg"
"Souvenir of Tuscany (Souvenir de Toscane),",c. 1845,"https://media.nga.gov/iiif/d027c22f-6868-4e12-9fd0-5f5d3569085b/full/!588,600/0/default.jpg"
"Saperlotte!... que je voudrais... que ma femme ait fini...,",1844,"https://media.nga.gov/iiif/282995d3-dcf3-42c5-9fd9-6e4363f46501/full/!588,600/0/default.jpg"
"Une Heureuse trouvaille,",1844,"https://media.nga.gov/iiif/ff8ff468-8819-46a7-8a70-6335fb32f684/full/!588,600/0/default.jpg"
"Ah! Saperlotte, je crois que nous sommes pincés!,",1845,"https://media.nga.gov/iiif/251495ca-5c25-43a9-aa43-7899465f7195/full/!588,600/0/default.jpg"
"Voila! t'es devenu rentier, moi médecin, lui...,",1841,"https://media.nga.gov/iiif/6685e3f2-7d4c-4ba2-bf6c-265b8dd95783/full/!588,600/0/default.jpg"
"Radoub d'une barque à Marée Basse,",1833,"https://media.nga.gov/iiif/3f864a5c-74cd-4d67-a72f-9f7abe538903/full/!588,600/0/default.jpg"
"The Nurse (La Nourrice),",1862,"https://media.nga.gov/iiif/7d81391d-dba8-46f3-b255-6f9522962879/full/!588,600/0/default.jpg"
"The Adoration of the Magi,",c. 1515,"https://media.nga.gov/iiif/1edd42eb-4b22-44f6-a0b6-729bcc28b8ec/full/!588,600/0/default.jpg"
"Landscape with a Cottage and a Large Tree,",1641,"https://media.nga.gov/iiif/2c4b9ec4-a23d-4c98-b1c0-a46df3becb98/full/!588,600/0/default.jpg"
"Seated Youth Leaning against an Urn,",1740/1743,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Stazione I: Gesu condannato a morte (First Station: Jesus is Condemned to Death),",published 1749,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Stazione VI: Gesu asciugato da Sta. Veronica (Sixth Station: Jesus' Face is Wiped by Saint Veronica),",published 1749,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Stazione XI: Gesu inchiodato in Croce (Eleventh Station: Jesus is Nailed to the Cross,",published 1749,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Arms of Karl Philip von Greiffenklau, Prince-Bishop of Wurzburg,",published 1753,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Joseph Kneels with the Child before Mary on the Donkey,",published 1753,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Joseph, Standing, Adores the Child,",published 1753,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Rest on the Flight, with Adoring Angels,",1750,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Holy Family Disembarking,",published 1753,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Rest on the Flight, with Holy Family Under a Tree,",published 1753,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Flight, with Madonna at Right Supported by Angels,",published 1753,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Ribot Deposition (Déposition Ribot),",1896,"https://media.nga.gov/iiif/1acae848-ad97-4f82-a7fe-5401db3d510c/full/!588,600/0/default.jpg"
"Sailboat on a Beach,",first half 19th century,"https://media.nga.gov/iiif/188f08b6-a04f-4c1c-aaf4-651747460322/full/!588,600/0/default.jpg"
"Clifton Suspension Bridge near Bristol,",c. 1832,"https://media.nga.gov/iiif/cfb81676-a040-40b2-afaa-67a81087bb40/full/!588,600/0/default.jpg"
"View of Church Lane, Bristol,",1820s/1830s,"https://media.nga.gov/iiif/34fac950-1b85-4e00-b63f-7c04d660127c/full/!588,600/0/default.jpg"
"Shore Scene with Boats in Choppy Water,",first half 19th century,"https://media.nga.gov/iiif/3d2c77c1-b8a3-411d-b490-1aab434361ee/full/!588,600/0/default.jpg"
"The Smiling Man,","model possibly 1830s, cast 1944/1950","https://media.nga.gov/iiif/f5b29b54-add9-4bbc-9e4b-f4458d996b2e/full/!588,600/0/default.jpg"
"Marthe-Camille Bachasson, Comte de Montalivet,","model c. 1832/1835, cast 1929/1950","https://media.nga.gov/iiif/81fdf573-03cb-41e0-97d3-a44bca270ed1/full/!588,600/0/default.jpg"
"François-Pierre-Guillaume Guizot,","model c. 1832/1835, cast 1929/1950","https://media.nga.gov/iiif/5bcf0b73-c5ff-40c9-a879-f09bbbc2ccd5/full/!588,600/0/default.jpg"
"The Rape of Proserpine,",1839,"https://media.nga.gov/iiif/39d0fea8-ac4d-4cb1-a86f-98fb74543fae/full/!588,600/0/default.jpg"
"Saint Francis [far left panel],",c. 1470/1480,"https://media.nga.gov/iiif/623e6887-f255-491f-bd76-316635fd3a83/full/!588,600/0/default.jpg"
"The Holy Family,",probably c. 1500,"https://media.nga.gov/iiif/cb225bd2-9148-4095-886c-5a2687bcb9e8/full/!588,600/0/default.jpg"
"Mary, Queen of Heaven,",c. 1485/1500,"https://media.nga.gov/iiif/ffb111b5-5cc1-41f8-918f-c8a973709d0c/full/!588,600/0/default.jpg"
"Portrait of a Clergyman (Johann Dorsch?),",1516,"https://media.nga.gov/iiif/9931c64e-f49b-440b-9ca8-7eea19df3c1f/full/!588,600/0/default.jpg"
"Picnic after the Hunt,",probably c. 1735/1740,"https://media.nga.gov/iiif/d921d62d-1f0e-441d-9fce-0a8f1d7b76b1/full/!588,600/0/default.jpg"
"The Singing Party,",c. 1732/1760,"https://media.nga.gov/iiif/d3b87c14-c6ac-4812-bafb-a9b2348cbbec/full/!588,600/0/default.jpg"
"The Crucifixion,",c. 1473/1474,"https://media.nga.gov/iiif/cd382af4-5334-485a-8121-c52ce7abf13a/full/!588,600/0/default.jpg"
"Saint Benedict Orders Saint Maurus to the Rescue of Saint Placidus,",c. 1445/1450,"https://media.nga.gov/iiif/2782d749-73fa-477a-be42-ce1f155ae30d/full/!588,600/0/default.jpg"
"Saint James Minor,",c. 1272,"https://media.nga.gov/iiif/b21ae2a3-8f77-47d9-ac02-04fce864c313/full/!588,600/0/default.jpg"
"Saint Anthony Distributing His Wealth to the Poor,",c. 1430/1435,"https://media.nga.gov/iiif/361b92ad-6b22-43c1-81c0-21a1e7b4d2e2/full/!588,600/0/default.jpg"
"Saint James Major,",c. 1315/1320,"https://media.nga.gov/iiif/c05d6828-ce1c-4333-8ec6-b79ba3472fef/full/!588,600/0/default.jpg"
"Tarquin and Lucretia,",c. 1695/1700,"https://media.nga.gov/iiif/97c69a77-0dab-4ee0-81ab-612f26582e45/full/!588,600/0/default.jpg"
"Death and the Miser,",c. 1485/1490,"https://media.nga.gov/iiif/03ee67ee-dd0e-443f-84ef-ede5f62ce0cd/full/!588,600/0/default.jpg"
"The Kitchen Maid,",1738,"https://media.nga.gov/iiif/209cd1af-4d16-442b-b196-ae7bcb3cca22/full/!588,600/0/default.jpg"
"The Marriage at Cana,",c. 1495/1497,"https://media.nga.gov/iiif/25c98bc8-af28-4194-a056-daeae1f0a001/full/!588,600/0/default.jpg"
"Chalice of Saint John the Evangelist [reverse],",c. 1470/1475,"https://media.nga.gov/iiif/1a761edd-c52e-47c0-b422-df074e14c803/full/!588,600/0/default.jpg"
"The Ponte Salario,",c. 1775,"https://media.nga.gov/iiif/411fcbf3-4bef-4e34-aa9f-af5817f56d99/full/!588,600/0/default.jpg"
"The Resurrection,",probably 1491,"https://media.nga.gov/iiif/f1218b9a-8b6d-4936-9fd9-3066f1951443/full/!588,600/0/default.jpg"
"Madonna and Child with Saint John the Baptist, Saint Peter, and Two Angels,",c. 1290,"https://media.nga.gov/iiif/9ef95c4f-b934-4d3f-9cba-426efb78bb75/full/!588,600/0/default.jpg"
"Madonna and Child with a Pomegranate,",1475/1480,"https://media.nga.gov/iiif/bfb0a807-b4bd-467a-b4ab-532d8898057b/full/!588,600/0/default.jpg"
"Elijah Taken Up in a Chariot of Fire,",c. 1740/1755,"https://media.nga.gov/iiif/aa13972f-935a-4f1f-aad2-ba825e323cd3/full/!588,600/0/default.jpg"
"The Crucifixion,",c. 1504/1505,"https://media.nga.gov/iiif/034bc932-e493-4847-8d1f-5c3852696462/full/!588,600/0/default.jpg"
"Alessandro Alberti with a Page,",possibly 1544/1545,"https://media.nga.gov/iiif/05e83cdc-8056-4c31-93f0-180a376e7161/full/!588,600/0/default.jpg"
"Christ in Limbo,",c. 1550/1575,"https://media.nga.gov/iiif/63d876a1-03ac-4495-8575-ecd78e2a4d7f/full/!588,600/0/default.jpg"
"The Adoration of the Magi,",1484,"https://media.nga.gov/iiif/1a52f322-dc05-45dc-86bd-1e405a31081b/full/!588,600/0/default.jpg"
"Bacchus and a Faun,",19th century,"https://media.nga.gov/iiif/6dcb4927-0864-4a2f-bb2e-744d229fa956/full/!588,600/0/default.jpg"
"Ciborium for the Sacrament,","1460s-c.1470 (stem with integral base); probably 1860s-c. 1870 (dome, enclosure, base beneath enclosure); 1870s (finial, bottom plinth)","https://media.nga.gov/iiif/afa94721-ddcb-4822-9689-608d579b6423/full/!588,600/0/default.jpg"
"Galatea,",1701,"https://media.nga.gov/iiif/f0afb0e7-2685-47e5-ba3f-291bff00fd6f/full/!588,600/0/default.jpg"
"Painting and Sculpture,",1774/1778,"https://media.nga.gov/iiif/7583412c-fee6-496a-b316-467f8a495a40/full/!588,600/0/default.jpg"
"Ecce Homo,",c. 1480,"https://media.nga.gov/iiif/eac9b6bf-9629-47a8-83c3-c2542f9b876e/full/!588,600/0/default.jpg"
"Christ Blessing the Virgin,",c. 1450,"https://media.nga.gov/iiif/2e9a6f3d-fc08-4295-9317-f8057d7bbbaf/full/!588,600/0/default.jpg"
"Bookplate of the Abbey of Ottobeuren,",c. 1500,"https://media.nga.gov/iiif/1daa6946-29bb-40ac-8650-663ef7b5ef63/full/!588,600/0/default.jpg"
"Uranio and Carino,",1640,"https://media.nga.gov/iiif/ca3000ed-522d-41e9-bef3-9ab1c07bf978/full/!588,600/0/default.jpg"
"Chorus of Shepherds: Carino, Montano and Mirtillo,",1640,"https://media.nga.gov/iiif/3394e657-29a0-49ff-ba2b-70f03675231e/full/!588,600/0/default.jpg"
"Silvio, Dorinda and Linco,",1640,"https://media.nga.gov/iiif/a911d265-b0d5-4420-b94c-94bdabb1f6d8/full/!588,600/0/default.jpg"
"Amarilli and Mirtillo,",1640,"https://media.nga.gov/iiif/c9ad0049-d423-4c26-81e4-dccab3d29122/full/!588,600/0/default.jpg"
"Galerie et jardin du comte de Bruhl, a Dresde,",1747,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Place de la Grande Garde, a Dresde,",1750,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Vue interieure des Pavillons et des Galleries du Zwinger,",1758,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Ceremony of the Contract of Marriage between Vladislas IV, King of Poland, and LouiseMarie of Gonzaga, Princess of Mantua, at Fontainbleau,",1645,"https://media.nga.gov/iiif/5cdc1551-37de-40ca-ba93-47a0f0b01a54/full/!588,600/0/default.jpg"
"Mercury and Venus,",c. 1520,"https://media.nga.gov/iiif/04c1acb5-af8b-40e8-9751-cfcecb07b014/full/!588,600/0/default.jpg"
"The Siege of Breda [plate 5 of 6],",1627/1628,"https://media.nga.gov/iiif/f5e13d5d-5fe4-4945-9214-457be02ecd68/full/!588,600/0/default.jpg"
"The Siege of La Rochelle [plate 3 of 16; set comprises 1952.8.97-112],",1628/1631,"https://media.nga.gov/iiif/508efa77-457b-4f53-8fd8-dbc49faf8d6b/full/!588,600/0/default.jpg"
"The Siege of La Rochelle [plate 8 of 16; set comprises 1952.8.97-112],",1628/1631,"https://media.nga.gov/iiif/4f233e53-bce2-4d00-983f-617348400227/full/!588,600/0/default.jpg"
"The Siege of La Rochelle [plate 13 of 16; set comprises 1952.8.97-112],",1628/1631,"https://media.nga.gov/iiif/26d2f9b4-f236-4fc9-9192-09968a126804/full/!588,600/0/default.jpg"
"Huida a Egipto (Flight into Egypt),",1950,"https://media.nga.gov/iiif/9a7e8bac-fb8c-451e-9153-77930524403e/full/!588,600/0/default.jpg"
"The Heifer, the She-Goat, and the Lamb, in Partnership with the Lion,",1927/1930,"https://media.nga.gov/iiif/efc3f564-279f-49ee-8e53-651736691b60/full/!588,600/0/default.jpg"
"The Fox and the Stork,",1927/1930,"https://media.nga.gov/iiif/0ab386f5-610e-498e-947b-b6d65ef1528e/full/!588,600/0/default.jpg"
"The Two Bulls and the Frog,",1927/1930,"https://media.nga.gov/iiif/453378c8-5729-4267-9e6d-a6e834de4cd0/full/!588,600/0/default.jpg"
"The Ass Laden with Sponges and the Ass Laden with Salt,",1927/1930,"https://media.nga.gov/iiif/4afbb3e7-6c88-47ef-838d-bb9ae76fdde7/full/!588,600/0/default.jpg"
"The Peacock Complaining to Juno,",1927/1930,"https://media.nga.gov/iiif/756b4cf2-08b0-4350-a570-0d400d8de78d/full/!588,600/0/default.jpg"
"The Wolf Turned Shepherd,",1927/1930,"https://media.nga.gov/iiif/f70ecc1c-d91c-44eb-9aa8-a50400ca0dc1/full/!588,600/0/default.jpg"
"The Wolf and the Stork,",1927/1930,"https://media.nga.gov/iiif/25d3d66f-ade4-4d9a-8818-41ec84d8155c/full/!588,600/0/default.jpg"
"The Drowned Woman,",1927/1930,"https://media.nga.gov/iiif/2ffada79-93d0-4e92-b036-7ee6fb176e60/full/!588,600/0/default.jpg"
"The Camel and the Driftwood,",1927/1930,"https://media.nga.gov/iiif/684d2aee-435e-4db4-a4bc-340dace004fe/full/!588,600/0/default.jpg"
"The Miser Who Lost His Treasure,",1927/1930,"https://media.nga.gov/iiif/ddbd5c34-68cf-45b4-8ec9-99d6658995bd/full/!588,600/0/default.jpg"
"The Little Fish and the Fisherman,",1927/1930,"https://media.nga.gov/iiif/be71ace1-4a50-4c1b-b0be-0cd388217a97/full/!588,600/0/default.jpg"
"The Hen with the Golden Eggs,",1927/1930,"https://media.nga.gov/iiif/f713f910-110a-4b43-9a9e-9ee794088464/full/!588,600/0/default.jpg"
"The Ass in the Lion's Skin,",1927/1930,"https://media.nga.gov/iiif/2229d336-509e-4365-b212-945e6e326059/full/!588,600/0/default.jpg"
"The Horse and the Ass,",1927/1930,"https://media.nga.gov/iiif/e570c6d1-744a-4b04-9a7f-1bceccd6d426/full/!588,600/0/default.jpg"
"The Maiden,",1927/1930,"https://media.nga.gov/iiif/c98ea2f8-39a5-4878-b8fc-1ee9808e798b/full/!588,600/0/default.jpg"
"The Cobbler and the Banker,",1927/1930,"https://media.nga.gov/iiif/0b8f615a-469b-4b1f-bdef-21860eead620/full/!588,600/0/default.jpg"
"The Funeral of the Lioness,",1927/1930,"https://media.nga.gov/iiif/876fb845-256f-4a87-849c-d74607dee667/full/!588,600/0/default.jpg"
"The Sculptor and the Statue of Jupiter,",1927/1930,"https://media.nga.gov/iiif/653df076-9a7a-4ea9-9306-30c0d410b4eb/full/!588,600/0/default.jpg"
"The Patridge and the Fowls,",1927/1930,"https://media.nga.gov/iiif/65b3888d-02b9-491d-8746-0b4ecea103e4/full/!588,600/0/default.jpg"
"The Sick Stag,",1927/1930,"https://media.nga.gov/iiif/5a854e25-027d-4994-a2ed-e645b6c69065/full/!588,600/0/default.jpg"
"Specimens of Norman and Gothic Architecture in the County of Norfolk,",1816/1818,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Un Début galant,",1844,"https://media.nga.gov/iiif/f78d9c77-d7a1-46bf-b5eb-93458227ea11/full/!588,600/0/default.jpg"
"Pan and Syrinx,",1666,"https://media.nga.gov/iiif/fc11768d-79c0-4b7f-85dc-016c338b0887/full/!588,600/0/default.jpg"
"At the Black Rocks (Aux roches noires),",in or after 1895,"https://media.nga.gov/iiif/ff425ad2-5f09-4ae3-b865-4aae9cd3f53a/full/!588,600/0/default.jpg"
"Mercury and Argus (Mercure et Argus),",1662,"https://media.nga.gov/iiif/74c2a18e-a941-44f9-be68-3bf7b9cbc88c/full/!588,600/0/default.jpg"
"Landscape with a Lake [top plate],",1546,"https://media.nga.gov/iiif/7d737585-3d67-45bd-9463-3d1dc3065fc3/full/!588,600/0/default.jpg"
"Six marines,",1833,"https://media.nga.gov/iiif/6f309eff-6f6a-47fd-ac2a-0d1d80df061b/full/!588,600/0/default.jpg"
"The Dead Man (Der tote Mann),",1915,"https://media.nga.gov/iiif/86922df0-4ba5-47ad-a370-82421d6b4160/full/!588,600/0/default.jpg"
"Mlle. Victorine in the Costume of an ""Espada""(L'espada),",1862,"https://media.nga.gov/iiif/94d5bc73-a1f6-449c-88f0-d3530ad3de71/full/!588,600/0/default.jpg"
"The Bearing of the Cross,",c. 1480,"https://media.nga.gov/iiif/42b6ddc4-77cb-4e35-a1a2-4d588184317a/full/!588,600/0/default.jpg"
"Man in Park,",1952,"https://media.nga.gov/iiif/f6113bb0-8c3c-4a61-83c1-5c43d4c335db/full/!588,600/0/default.jpg"
"Christ in Majesty with Twelve Apostles,",c. 1320,"https://media.nga.gov/iiif/a3558075-cb8a-4515-a5e9-35cfc1151fcc/full/!588,600/0/default.jpg"
"Leon Bloy,",1926,"https://media.nga.gov/iiif/06e48149-f2a7-465c-9de7-2ed2619324a3/full/!588,600/0/default.jpg"
"Saint Catherine of Alexandria,",c. 1480/1490,"https://media.nga.gov/iiif/ceff9b46-1de1-4a52-9a2e-e60480bbaa3e/full/!588,600/0/default.jpg"
"At the Moulin Rouge, la Goulue and Her Sister (Au Moulin Rouge, la Goulue et sa soeur)),",1892,"https://media.nga.gov/iiif/7c97cb14-269c-468a-98af-3b71754e93fb/full/!588,600/0/default.jpg"
"The Hairdresser - Program for the Théâtre Libre (Le coiffeur - Programme du Théâtre Libre),",1893,"https://media.nga.gov/iiif/a11bea21-1c44-4c4e-b69c-1d6d2158301b/full/!588,600/0/default.jpg"
"Les Vielles Histoires (cover/frontispiece),",1893,"https://media.nga.gov/iiif/389e0cb5-a300-4e4d-9d6b-45114d54f535/full/!588,600/0/default.jpg"
"Sleepless Night (Nuit blanche),",1893,"https://media.nga.gov/iiif/4aad10e4-153e-43e7-b4a9-3f3420a5b7fe/full/!588,600/0/default.jpg"
"Last Ballad (Ultime ballade),",1893,"https://media.nga.gov/iiif/0a5622ce-be7d-4098-9ec4-5ff92b26e59f/full/!588,600/0/default.jpg"
"The Little Errand-Girl (Le petit trottin),",1893,"https://media.nga.gov/iiif/53aa5271-5fe2-43cd-a9fd-61e6a7ea2d0d/full/!588,600/0/default.jpg"
"En quarante,",1893,"https://media.nga.gov/iiif/44526255-f3b5-43be-a63b-4ab37f44292b/full/!588,600/0/default.jpg"
"At the Renaissance: Sarah Bernhardt in ""Phedre"" (A la Renaissance: Sarah Bernhardt dans ""Phèdre""),",1893,"https://media.nga.gov/iiif/fde7c81b-9c6b-4e9e-80bd-28b1fb86996e/full/!588,600/0/default.jpg"
"Ida Heath at the Bar (Ida Heath au bar),",1894,"https://media.nga.gov/iiif/0cd60b38-05ca-4cd3-b9df-f419a2810924/full/!588,600/0/default.jpg"
